px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.9914	-3.3979	-2.80257	-2.16361	0.295103	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	2.62088
11.0707	-3.23819	-2.9004	-2.12984	0.314974	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.483587
11.1132	-3.08835	-2.77224	-2.06034	0.395873	11.1178	-2.98807	11.1	-3	0.907725	2.72317	2.77096
11.1794	-2.9231	-2.83563	-2.0241	0.410809	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.288532
11.2298	-2.77211	-2.81515	-1.98113	0.440568	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.442222
11.2857	-2.60269	-2.87486	-1.94491	0.45293	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.222909
11.2271	-2.42449	-2.64814	-1.77518	0.684402	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	21.199
11.2363	-2.27556	-2.64686	-1.72633	0.69524	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.344409
11.3234	-2.18626	-2.53518	-1.80046	0.508037	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	15.3279
11.3564	-2.01504	-2.63064	-1.76642	0.513956	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.235132
11.3646	-1.86409	-2.63219	-1.71458	0.550431	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.575983
11.3751	-1.70295	-2.67471	-1.6763	0.558369	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.168317
11.3203	-1.5462	-2.70528	-1.56321	0.6912	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	7.20688
11.3077	-1.39235	-2.75222	-1.52063	0.699006	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.203433
11.2618	-1.22475	-2.83328	-1.43652	0.772019	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	2.11681
11.2207	-1.10591	-2.73456	-1.38404	0.782663	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.460395
11.1056	-0.918296	-3.06342	-1.24184	0.948013	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	12.6303
11.036	-0.75831	-3.11002	-1.18475	0.956886	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.386563
10.9868	-0.625715	-2.95318	-1.15404	0.916679	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	1.22947
10.9078	-0.50619	-2.88601	-1.09231	0.929503	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.255728
10.8093	-0.357925	-3.01957	-1.01945	0.967083	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	1.05189
10.7074	-0.265264	-2.91235	-0.946005	0.990373	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.623745
10.5385	-0.10248	-3.38303	-0.838432	1.0822	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	7.81068
10.3989	-0.0327348	-3.24727	-0.747891	1.11826	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	1.12649
10.3145	0.0462336	-2.91618	-0.704347	1.08528	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	2.57603
10.1846	0.0796885	-2.78898	-0.61098	1.12473	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	1.15712
10.0355	0.158942	-2.89927	-0.535131	1.14476	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0.792899
9.89094	0.170847	-2.79951	-0.434187	1.18859	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.27176
9.73698	0.21929	-2.8479	-0.356546	1.20374	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.528335
9.5827	0.197747	-2.76707	-0.243522	1.25706	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	1.71885
9.42498	0.220354	-2.79794	-0.165695	1.26693	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.307441
9.26786	0.214952	-2.78605	-0.0769378	1.28821	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.267173
9.1165	0.217775	-2.75538	-0.0029605	1.29126	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.0623981
8.96207	0.226648	-2.76775	0.0585981	1.28022	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0823321
8.86551	0.200562	-2.34689	0.142234	1.29573	8.90199	0.247143	8.85	0.25	-1.81847	0	3.51497
8.74363	0.202062	-2.33802	0.194214	1.27469	8.76016	0.263752	8.75	0.25	-1.81846	0	0.251141
8.53554	0.196663	-2.96823	0.227547	1.22958	8.46355	0.258809	8.55	0.25	-3.6326	0	8.33903
8.37447	0.182188	-2.96733	0.273079	1.20485	8.35367	0.252596	8.35	0.25	-3.6326	0	0.329779
8.21905	0.144116	-2.91419	0.33309	1.19836	8.05161	0.241868	8.2	0.25	-2.72841	0	0.590371
8.06909	0.134349	-2.88613	0.361337	1.15692	8.05411	0.247878	8.05	0.25	-2.72842	0	0.823436
7.92051	0.0902129	-2.85509	0.412955	1.144	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.505953
7.77427	0.0587568	-2.83277	0.447377	1.11263	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.509337
7.62968	0.00605776	-2.91733	0.487467	1.08688	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0.763868
7.48593	-0.0378026	-2.88737	0.519857	1.05698	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.490694
7.31593	-0.0832783	-3.15174	0.525616	0.995613	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	3.10228
7.18274	-0.107934	-3.07508	0.534506	0.950754	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	1.19397
7.09037	-0.179023	-2.73083	0.602694	0.980012	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	3.26323
6.96929	-0.231996	-2.67908	0.632276	0.953246	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.458727
6.86332	-0.311164	-2.58803	0.684573	0.956293	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.288034
6.75905	-0.386614	-2.55393	0.726615	0.944588	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.109644
6.67059	-0.477986	-2.4803	0.784308	0.954072	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.214029
6.57145	-0.574565	-2.48545	0.833177	0.950223	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.0403585
6.52966	-0.701835	-2.23805	0.946238	1.0396	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	4.34498
6.45414	-0.844083	-2.33533	1.02426	1.06255	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.592809
6.40248	-0.980213	-2.37182	1.10749	1.10199	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.825147
6.34502	-1.13763	-2.50532	1.18448	1.12545	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.956425
6.30025	-1.26856	-2.54829	1.24371	1.12578	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.340541
6.25984	-1.40147	-2.58305	1.30274	1.12848	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.0512193
6.25513	-1.58248	-2.70515	1.42602	1.22997	6.24787	-1.61119	6.25	-1.6	0	-2.99288	3.58832
6.2377	-1.72725	-2.73706	1.48912	1.23105	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.0427317
6.26497	-1.93089	-2.94571	1.61745	1.32427	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	3.52451
6.29302	-2.07881	-2.89937	1.6989	1.33435	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.217304
6.31141	-2.18905	-2.64713	1.7502	1.29225	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.35363
6.34707	-2.33224	-2.64963	1.82467	1.29561	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0290581
6.36418	-2.45188	-2.47617	1.87294	1.25866	6.27034	-2.51837	6.35	-2.55	0	-3.63689	1.37716
6.39086	-2.62321	-2.58701	1.92172	1.23297	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.896556
6.44633	-2.79111	-2.74342	1.98584	1.23143	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.675869
6.49232	-2.9649	-2.82851	2.02956	1.2027	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.762223
6.54622	-3.10081	-2.72586	2.07968	1.17916	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.683975
6.60094	-3.26179	-2.78517	2.11784	1.14849	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.655477
6.6671	-3.38742	-2.64768	2.16778	1.1278	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	0.977348
6.72507	-3.54406	-2.70493	2.19563	1.08918	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	0.937657
6.79558	-3.6733	-2.64459	2.2368	1.06594	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	0.756031
6.85185	-3.8365	-2.70524	2.248	1.01306	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	1.64909
6.91413	-3.95089	-2.53894	2.28086	0.984532	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	1.50332
6.96779	-4.11191	-2.59481	2.28122	0.925006	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.00187
7.08071	-4.26657	-2.88207	2.31823	0.912629	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.14707
7.1518	-4.43232	-2.9205	2.31724	0.856282	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	1.65587
7.22645	-4.54702	-2.73754	2.34205	0.829525	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	1.5248
7.27929	-4.71521	-2.76729	2.32224	0.758021	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	2.5411
7.34099	-4.81243	-2.54768	2.34024	0.733156	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	1.7572
7.38544	-4.94721	-2.55754	2.32617	0.678145	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	1.67688
7.49355	-5.08367	-2.95406	2.34811	0.669741	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	4.85245
7.55554	-5.23597	-2.96979	2.32993	0.613167	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	1.66747
7.60851	-5.32389	-2.50091	2.34241	0.58494	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	5.49635
7.66509	-5.4666	-2.51426	2.32606	0.531954	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	1.3724
7.75916	-5.58963	-2.72701	2.34242	0.520269	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.79197
7.83469	-5.73938	-2.75063	2.32901	0.474451	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0.986703
7.89115	-5.82622	-2.33196	2.33698	0.451108	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	4.20886
7.9467	-5.95719	-2.34392	2.31975	0.405821	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0.971447
8.05328	-6.08532	-2.65279	2.33428	0.399567	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	2.31255
8.12358	-6.23953	-2.68364	2.30933	0.349095	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	1.21508
8.23853	-6.37611	-2.88477	2.32209	0.343585	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.02788
8.31662	-6.53864	-2.91416	2.29608	0.295141	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	1.02765
8.37456	-6.63171	-2.48631	2.2946	0.272069	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	4.11988
8.42378	-6.77089	-2.48827	2.26485	0.224258	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	1.02849
8.49901	-6.88283	-2.50608	2.26611	0.212738	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.588764
8.54338	-7.04097	-2.53078	2.22278	0.154248	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	1.48867
8.64941	-7.18391	-2.83387	2.23027	0.156444	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	2.04642
8.71441	-7.35617	-2.87489	2.1939	0.108499	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	1.03869
8.77183	-7.46606	-2.52525	2.18176	0.0840274	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	3.39282
8.82701	-7.60147	-2.53337	2.16034	0.0563754	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.328578
8.92484	-7.74621	-2.84612	2.16667	0.0637089	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	2.36922
8.99358	-7.89964	-2.86659	2.14639	0.0384126	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.267796
9.07691	-8.03631	-2.9388	2.14438	0.0348891	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.440451
9.12574	-8.18862	-2.95623	2.11332	-0.000186795	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.517074
9.16054	-8.29018	-2.4738	2.09018	-0.0331979	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	5.66882
9.20297	-8.42541	-2.4798	2.06513	-0.0578877	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.288523
9.27431	-8.55943	-2.60432	2.06266	-0.055318	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.361125
9.31363	-8.71178	-2.62574	2.03018	-0.0865213	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.419836
9.37774	-8.85057	-2.68908	2.02325	-0.0877439	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.144087
9.41282	-9.0069	-2.70742	1.98964	-0.118241	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.404493
9.4758	-9.1473	-2.85339	1.98656	-0.112177	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0.541649
9.50425	-9.30893	-2.88951	1.9495	-0.145715	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.49352
9.55612	-9.45471	-2.8658	1.9375	-0.150511	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.0539006
9.59234	-9.61861	-2.88561	1.91007	-0.170973	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.171492
9.64041	-9.7596	-2.93675	1.90214	-0.168906	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.113801
9.66752	-9.91448	-2.957	1.87491	-0.189007	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.173651
9.69374	-10.0364	-2.80065	1.85525	-0.203984	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.734578
9.73701	-10.1643	-2.79041	1.85059	-0.197997	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.018166
9.75593	-10.2817	-2.49694	1.82398	-0.222611	9.77731	-10.3295	9.75	-10.3	0	-2.72851	2.29427
9.78023	-10.4257	-2.51588	1.80229	-0.232765	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0540753
9.82819	-10.59	-2.73292	1.79957	-0.217222	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.22179
9.85689	-10.7416	-2.74258	1.78328	-0.221876	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0122424
9.87196	-10.8618	-2.5997	1.76117	-0.238133	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0.593563
9.8808	-11.0082	-2.63434	1.73397	-0.254596	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.159485
9.89761	-11.1384	-2.67205	1.72083	-0.253174	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.403187
9.89134	-11.2977	-2.72323	1.68362	-0.279574	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.377198
9.90718	-11.4436	-2.81017	1.67254	-0.273184	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.305856
9.89423	-11.6055	-2.85373	1.63543	-0.29834	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.312737
9.85265	-11.6977	-2.2976	1.56691	-0.376813	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	9.24526
9.82093	-11.8389	-2.33057	1.522	-0.40232	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.348741
9.8079	-11.9664	-2.2807	1.49243	-0.413093	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0.338957
9.75162	-12.1172	-2.3451	1.43285	-0.451717	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.78743
9.72525	-12.2459	-2.34888	1.40255	-0.457477	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.144844
9.65401	-12.4076	-2.44325	1.33849	-0.498138	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.875119
9.58264	-12.4885	-2.08165	1.25393	-0.579712	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	5.22984
9.48922	-12.6264	-2.18206	1.1792	-0.62392	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	1.132
9.40039	-12.671	-1.79	1.06808	-0.737999	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	9.35649
9.25969	-12.7991	-1.98813	0.961479	-0.808971	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	3.50444
9.15445	-12.8581	-1.82827	0.848511	-0.903721	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	4.97276
9.01371	-12.9642	-1.99362	0.751738	-0.950609	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	1.85759
8.91161	-13.0315	-1.9968	0.674196	-0.98331	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.710537
8.73825	-13.136	-2.22514	0.576108	-1.02578	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	2.247
8.53215	-13.1605	-2.34847	0.359845	-1.2562	8.27267	-12.996	8.4	-13.15	-2.99683	0	17.0949
8.37591	-13.2017	-2.45175	0.273451	-1.2782	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.951043
8.2653	-13.2277	-2.35012	0.223329	-1.24384	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.46062
8.08223	-13.2669	-2.5046	0.143444	-1.25139	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.993603
7.92709	-13.2848	-2.58986	0.0643836	-1.2684	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.37013
7.73682	-13.293	-2.71439	-0.0125851	-1.27206	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.877252
7.60781	-13.2916	-2.66834	-0.0679357	-1.25841	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.186787
7.43553	-13.2819	-2.76974	-0.130834	-1.25519	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.60413
7.25841	-13.2437	-2.92402	-0.217782	-1.2832	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	0.774765
7.08881	-13.1984	-2.95776	-0.291769	-1.28534	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.167541
6.9528	-13.155	-2.79394	-0.35268	-1.26442	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.17687
6.75387	-13.1235	-2.9255	-0.393234	-1.23252	6.65123	-13.1604	6.65	-13.15	-3.63709	0	0.830611
6.61769	-13.0719	-2.92611	-0.448337	-1.2257	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.181056
6.44259	-13.0219	-3.02128	-0.486172	-1.1999	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	0.563158
6.38052	-13.015	-2.26444	-0.510947	-1.1244	6.27012	-13.1139	6.25	-13.05	-1.81729	0	14.4569
6.22646	-12.9799	-2.34763	-0.53836	-1.08854	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0.755877
6.07924	-12.8914	-2.64552	-0.600267	-1.09929	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	1.89213
5.92903	-12.819	-2.69993	-0.639758	-1.07705	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.317982
5.82969	-12.7526	-2.59208	-0.684457	-1.0643	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.439843
5.67238	-12.6942	-2.6761	-0.695648	-1.0197	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	1.16516
5.59235	-12.6409	-2.38889	-0.731466	-0.9956	5.45236	-12.7392	5.45	-12.7	-2.00001	1	2.33354
5.45697	-12.5832	-2.44785	-0.743317	-0.955534	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0.89346
5.35274	-12.4893	-2.57869	-0.7896	-0.956795	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.473996
5.22532	-12.4095	-2.62644	-0.808917	-0.926129	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.538163
5.1298	-12.3179	-2.5977	-0.852185	-0.91872	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.724212
5.00875	-12.2202	-2.62929	-0.879105	-0.893564	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.307032
4.89133	-12.0751	-3.07344	-0.9279	-0.905321	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	4.58645
4.7862	-11.9546	-3.09072	-0.961478	-0.892628	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.0831175
4.71935	-11.8566	-2.78999	-1.00173	-0.883373	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.40081
4.64407	-11.7411	-2.78912	-1.04269	-0.880041	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0074209
4.55961	-11.5972	-3.01614	-1.08499	-0.879808	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	1.27486
4.51485	-11.4581	-2.99816	-1.14575	-0.897988	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.168886
4.44997	-11.3051	-3.10633	-1.19164	-0.89892	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	0.354039
4.41625	-11.1535	-3.09939	-1.25266	-0.916322	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.134074
4.41296	-11.0478	-2.55891	-1.32462	-0.943153	4.43672	-11.0976	4.45	-11.05	0	1.8168	6.53003
4.397	-10.9168	-2.53764	-1.38479	-0.952517	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.167584
4.36947	-10.7736	-2.67774	-1.42907	-0.94725	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.480871
4.38181	-10.6406	-2.66704	-1.49652	-0.969026	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.34878
4.40565	-10.5461	-2.31813	-1.57163	-1.00476	4.44716	-10.5583	4.45	-10.55	0	2.00041	3.25494
4.42005	-10.4309	-2.31617	-1.63011	-1.01363	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.0661298
4.42677	-10.3006	-2.41496	-1.67674	-1.00686	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.326407
4.47447	-10.1659	-2.45128	-1.7535	-1.03461	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.454849
4.48977	-10.0079	-2.67845	-1.78785	-1.00177	4.56608	-10.005	4.55	-10	0	2.72717	1.68472
4.53631	-9.8584	-2.69914	-1.85154	-1.01076	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0527367
4.59013	-9.71896	-2.66347	-1.91779	-1.02466	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.14132
4.67574	-9.56602	-2.72739	-1.99755	-1.04919	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.368462
4.70771	-9.40481	-2.97722	-2.00017	-0.977469	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	3.24868
4.79589	-9.25972	-3.02882	-2.06407	-0.99312	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.180201
4.91386	-9.15736	-2.86079	-2.17445	-1.07879	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	2.96884
5.00631	-9.03796	-2.8817	-2.23287	-1.08341	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.0217887
5.03822	-8.89958	-3.01537	-2.20047	-0.95422	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	7.05215
5.13701	-8.76799	-3.05328	-2.2493	-0.955257	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.0842325
5.26437	-8.65909	-3.00541	-2.32881	-0.994045	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	0.843147
5.374	-8.5503	-2.97663	-2.38189	-0.992499	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.0275384
5.41283	-8.41798	-2.98627	-2.34133	-0.853194	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	7.35825
5.52993	-8.29673	-3.04112	-2.38327	-0.852251	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.130095
5.6407	-8.18675	-3.05303	-2.42239	-0.849179	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.29456
5.7574	-8.08077	-3.06819	-2.46158	-0.845863	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.0532573
5.8147	-7.96338	-2.98439	-2.43122	-0.727109	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	5.69436
5.90594	-7.87856	-2.91574	-2.46248	-0.722543	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.200466
5.99004	-7.77379	-2.87581	-2.46259	-0.664019	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	1.60593
6.08925	-7.68135	-2.85249	-2.4887	-0.657109	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.194717
6.18783	-7.578	-2.79603	-2.49401	-0.60547	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	1.2514
6.29418	-7.48524	-2.76141	-2.51994	-0.598354	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.229243
6.4162	-7.39834	-2.81037	-2.5577	-0.617602	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.23844
6.54674	-7.3017	-2.87232	-2.5823	-0.610586	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.179069
6.68211	-7.22172	-2.87419	-2.61767	-0.613668	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.00628919
6.79834	-7.15459	-2.81065	-2.64989	-0.613164	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.168783
6.85277	-7.07796	-2.528	-2.62343	-0.516964	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	5.34359
6.96534	-7.00289	-2.55329	-2.64225	-0.509326	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.108992
7.09572	-6.93524	-2.57038	-2.67068	-0.509146	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.0844041
7.24232	-6.83139	-2.67388	-2.67944	-0.487255	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.694244
7.31412	-6.75363	-2.36523	-2.65175	-0.394048	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	5.86565
7.45099	-6.65137	-2.47169	-2.65271	-0.370504	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.682292
7.56079	-6.58132	-2.4241	-2.66056	-0.351369	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.254746
7.67725	-6.5075	-2.4371	-2.67113	-0.342198	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.132248
