px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.76063	-9.39096	-2.79224	-2.07688	-1.07365	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.326623
4.81808	-9.23373	-2.95329	-2.09638	-1.01539	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	1.72555
4.91945	-9.07999	-3.00992	-2.16026	-1.02349	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.134059
5.03589	-8.96254	-2.94284	-2.24587	-1.0649	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	0.686705
5.13977	-8.84116	-2.93809	-2.30412	-1.06455	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0.000869453
5.21474	-8.7045	-2.98921	-2.31209	-0.989032	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	1.93279
5.33522	-8.57615	-3.02312	-2.36645	-0.988913	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0.0522802
5.41667	-8.44645	-3.02684	-2.37213	-0.915183	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	1.77616
5.51304	-8.3478	-2.94868	-2.41492	-0.908069	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0.188587
5.55489	-8.2251	-2.92	-2.36978	-0.760213	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	8.8695
5.6606	-8.1105	-2.94689	-2.40151	-0.753855	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0.170229
5.77418	-7.99092	-2.95977	-2.42979	-0.735394	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	0.413341
5.88603	-7.88314	-2.93938	-2.4629	-0.728164	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0.15511
6.00724	-7.77855	-2.93615	-2.49539	-0.717562	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0.127426
6.14177	-7.67768	-2.95628	-2.53346	-0.716096	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0.0153616
6.22544	-7.58079	-2.85829	-2.52429	-0.639376	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	2.44277
6.34703	-7.48505	-2.89224	-2.55052	-0.633312	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0.112874
6.44397	-7.38423	-2.78893	-2.545	-0.56536	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	2.04425
6.56943	-7.29051	-2.79923	-2.57049	-0.559639	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0.0839401
6.66245	-7.20932	-2.70684	-2.57061	-0.51073	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	1.28839
6.77958	-7.11177	-2.75376	-2.58334	-0.497186	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0.403148
6.89451	-7.03711	-2.75632	-2.60682	-0.497155	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0.14591
6.99971	-6.9651	-2.72929	-2.62605	-0.492012	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0.180884
7.11225	-6.88436	-2.66964	-2.63652	-0.467286	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	0.561331
7.25025	-6.79762	-2.71552	-2.65469	-0.458717	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0.113162
7.3263	-6.72018	-2.52123	-2.63592	-0.390821	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	2.819
7.44433	-6.63096	-2.57937	-2.64	-0.373863	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0.410626
7.56086	-6.56663	-2.59143	-2.65757	-0.372512	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0.0193
7.67522	-6.49207	-2.61105	-2.66679	-0.362534	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0.161913
7.83688	-6.43563	-2.85114	-2.71958	-0.42279	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	3.17818
7.96768	-6.36889	-2.86487	-2.73484	-0.416462	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0.054091
8.02744	-6.29782	-2.38781	-2.69497	-0.309627	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	9.49181
8.1556	-6.2138	-2.44402	-2.69586	-0.291714	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0.316176
8.2258	-6.14043	-2.17803	-2.67061	-0.228027	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	3.78234
8.34735	-6.04816	-2.2585	-2.66067	-0.203313	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	0.566523
8.50648	-5.98541	-2.55637	-2.70025	-0.253993	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	3.66096
8.64367	-5.89983	-2.611	-2.69855	-0.236833	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0.25167
8.76994	-5.82882	-2.61427	-2.70357	-0.22834	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0.34192
8.92141	-5.73282	-2.70412	-2.69626	-0.205958	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0.419376
8.99405	-5.65694	-2.42618	-2.66107	-0.136027	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	3.55742
9.12453	-5.55462	-2.53308	-2.64089	-0.106061	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0.724827
9.23459	-5.48028	-2.46118	-2.63206	-0.084007	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	0.361588
9.35681	-5.39163	-2.49997	-2.62218	-0.0685501	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0.193483
9.39487	-5.30467	-2.03417	-2.55653	0.0390543	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	9.49826
9.51692	-5.18594	-2.17202	-2.52285	0.0736366	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	0.985856
9.61058	-5.10044	-2.16343	-2.50351	0.0928192	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	0.459933
9.73116	-4.96762	-2.30743	-2.4638	0.129996	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	1.14001
9.83917	-4.88107	-2.33056	-2.45404	0.134481	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	0.350726
9.95268	-4.7544	-2.43325	-2.4218	0.160908	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0.579261
10.0443	-4.66281	-2.45667	-2.40738	0.166986	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	0.244108
10.15	-4.53311	-2.56656	-2.37436	0.193286	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0.62868
10.2239	-4.41714	-2.46463	-2.32619	0.246373	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	1.41692
10.33	-4.26695	-2.58455	-2.28727	0.273337	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0.67046
10.4409	-4.15603	-2.68785	-2.29245	0.23944	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	0.951163
10.5483	-4.00801	-2.77905	-2.26332	0.256491	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0.308949
10.6561	-3.88851	-2.83379	-2.26067	0.237992	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0.206651
10.7536	-3.76035	-2.84831	-2.24361	0.242086	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0.0172896
10.8563	-3.63654	-2.86341	-2.2335	0.238333	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0.0806933
10.9544	-3.48985	-2.91289	-2.21072	0.248592	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0.110329
10.9966	-3.35347	-2.68899	-2.13712	0.344919	11.1095	-3.32648	11	-3.3	0.908632	2.72588	4.77932
11.0716	-3.20481	-2.73532	-2.10632	0.35718	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0.173043
11.116	-3.06281	-2.66054	-2.05164	0.40951	10.9851	-2.95299	11.1	-3	0.909905	2.72971	1.40324
11.18	-2.90607	-2.71874	-2.01721	0.421978	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0.194926
11.1695	-2.75138	-2.53771	-1.90486	0.563017	11.0233	-2.67356	11.15	-2.7	0	2.72847	8.61333
11.1997	-2.59992	-2.56884	-1.8601	0.576773	11.1324	-2.55807	11.15	-2.55	0	2.72844	0.353865
11.2077	-2.44424	-2.5574	-1.77909	0.657535	11.2541	-2.42353	11.15	-2.4	0	2.72732	2.79803
11.2207	-2.29408	-2.57618	-1.7318	0.668545	11.1569	-2.2658	11.15	-2.25	0	2.72732	0.269776
11.3081	-2.19471	-2.51267	-1.80465	0.487292	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	13.6332
11.3447	-2.01578	-2.63537	-1.77214	0.492707	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0.359255
11.2973	-1.85943	-2.56559	-1.63696	0.667548	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	12.0543
11.2941	-1.6906	-2.63555	-1.58939	0.678289	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0.328672
11.2958	-1.54269	-2.64547	-1.55243	0.678307	11.3341	-1.51762	11.25	-1.5	0	2.72321	0.0223935
11.2864	-1.37886	-2.69447	-1.51088	0.682223	11.2625	-1.34833	11.25	-1.35	0	2.72321	0.0963237
11.2349	-1.20673	-2.8192	-1.41522	0.777662	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	3.84262
11.198	-1.05544	-2.81527	-1.36596	0.784099	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0.0984524
11.0833	-0.859864	-3.12611	-1.2264	0.939475	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	10.0714
11.0066	-0.713261	-3.09313	-1.16372	0.95086	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0.242144
10.9447	-0.571922	-3.00406	-1.12231	0.929877	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	0.451731
10.8639	-0.431176	-2.99132	-1.06626	0.935031	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0.0416879
10.6937	-0.254501	-3.52333	-0.936003	1.07611	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	13.419
10.5797	-0.162519	-3.41221	-0.864356	1.09716	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0.534916
10.4937	-0.0629492	-3.09457	-0.824614	1.05541	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	2.63752
10.3714	-0.0125202	-2.93911	-0.736407	1.09141	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	1.19699
10.2279	0.0865942	-3.06376	-0.65944	1.11851	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	1.07694
10.0871	0.107938	-2.9204	-0.558274	1.16506	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	1.60956
9.94284	0.173593	-2.92223	-0.483314	1.17848	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0.390004
9.79278	0.183648	-2.83683	-0.382363	1.22008	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	1.12598
9.69352	0.19613	-2.41356	-0.307625	1.22026	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	3.34519
9.56772	0.207382	-2.3819	-0.225086	1.23815	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0.213259
9.43014	0.232731	-2.50187	-0.156059	1.24152	9.56225	0.148577	9.4	0.15	-2.72659	0	0.644992
9.28679	0.221848	-2.49459	-0.0661464	1.26526	9.25348	0.150166	9.25	0.15	-2.72658	0	0.377013
9.13955	0.227341	-2.56006	0.00373163	1.26563	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0.117457
8.98703	0.227934	-2.58655	0.0708867	1.26184	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0.159623
8.83787	0.222034	-2.68973	0.131001	1.25178	8.94634	0.26481	8.8	0.25	-2.72783	0	0.415332
8.68353	0.21334	-2.70753	0.18798	1.23793	8.64483	0.254352	8.65	0.25	-2.7278	0	0.185309
8.52983	0.189449	-2.75604	0.247718	1.22803	8.46866	0.251128	8.5	0.25	-2.72395	0	0.155048
8.38041	0.17666	-2.75398	0.291341	1.2014	8.35775	0.250149	8.35	0.25	-2.72395	0	0.362932
8.23065	0.138877	-2.82198	0.345378	1.18741	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0.227116
8.07712	0.102419	-2.82835	0.392955	1.16771	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0.286276
7.85651	0.0763404	-3.4709	0.383992	1.07964	7.74678	0.154598	7.85	0.15	-3.9992	0	11.1258
7.68834	0.0473486	-3.45266	0.40541	1.04367	7.63715	0.143302	7.65	0.15	-3.99916	0	0.720025
7.60034	-0.015445	-2.95766	0.484799	1.08754	7.61982	0.157052	7.55	0.15	-1.99868	0	6.8801
7.46975	-0.0136828	-2.87816	0.484507	1.02771	7.43926	0.160393	7.45	0.15	-1.99866	0	1.96601
7.31584	-0.0591314	-2.98223	0.507672	0.986842	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	1.28939
7.17736	-0.0856751	-2.90666	0.522245	0.943394	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	1.11312
7.06976	-0.151601	-2.68451	0.578189	0.954522	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	1.32076
6.9512	-0.20849	-2.64259	0.612817	0.93495	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0.256483
6.85128	-0.28694	-2.52624	0.668784	0.944033	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	0.366984
6.74933	-0.36739	-2.50548	0.716342	0.939199	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0.0348041
6.64665	-0.456586	-2.54338	0.76115	0.928614	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0.247319
6.55158	-0.554651	-2.53656	0.812725	0.929142	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0.00875819
6.46801	-0.675693	-2.53574	0.880766	0.949772	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	0.458333
6.37372	-0.831779	-2.64617	0.95706	0.976459	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	0.782073
6.37409	-1.01578	-2.39647	1.14058	1.17666	6.35624	-1.10001	6.35	-1.1	0	-2.99522	14.747
6.33013	-1.16051	-2.47726	1.21859	1.19708	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0.555358
6.30525	-1.34119	-2.55686	1.3411	1.28077	6.30992	-1.40686	6.35	-1.4	0	-2.72817	2.24121
6.29022	-1.49895	-2.60026	1.42588	1.29551	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0.426154
6.29184	-1.66627	-2.67028	1.52365	1.33207	6.50996	-1.74616	6.35	-1.7	0	-2.72628	0.944466
6.3017	-1.81764	-2.67592	1.60527	1.34064	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0.171055
6.30044	-1.93885	-2.54042	1.65421	1.29833	6.38849	-2.02257	6.35	-2	0	-2.73154	1.19425
6.32136	-2.09284	-2.58412	1.72909	1.30056	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0.165407
6.32419	-2.19682	-2.41824	1.76737	1.25598	6.28921	-2.27735	6.35	-2.3	0	-2.99503	1.52515
6.34404	-2.34768	-2.51098	1.82154	1.24328	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0.50066
6.38575	-2.51743	-2.70185	1.893	1.254	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	0.856008
6.43775	-2.68162	-2.76848	1.95669	1.24583	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0.327112
6.48675	-2.82341	-2.7338	2.01348	1.22971	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0.26686
6.55126	-2.97397	-2.77283	2.073	1.21944	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0.128443
6.59768	-3.0855	-2.4556	2.11766	1.18025	6.70928	-3.32749	6.55	-3.25	0	-3.63617	3.94909
6.63688	-3.27024	-2.58849	2.13076	1.12051	6.54763	-3.45513	6.55	-3.45	0	-3.63613	2.59928
6.69345	-3.41061	-2.58868	2.16733	1.09147	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	1.12682
6.74165	-3.58544	-2.67821	2.17755	1.03578	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	1.97614
6.80802	-3.71283	-2.60583	2.21555	1.0124	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	0.720917
6.88313	-3.85577	-2.65034	2.24734	0.985575	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0.46399
6.98588	-4.0029	-2.78351	2.2893	0.972103	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	1.56232
7.05133	-4.17673	-2.84778	2.2876	0.911416	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	2.01635
7.10271	-4.27184	-2.42501	2.31256	0.876636	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	4.67598
7.1568	-4.42196	-2.46754	2.30904	0.8203	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	1.67409
7.24299	-4.54908	-2.54604	2.33415	0.798973	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	0.876878
7.28809	-4.70323	-2.56425	2.31602	0.73253	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	2.43108
7.40327	-4.85396	-2.90395	2.34079	0.719384	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	2.83868
7.46893	-5.02191	-2.92662	2.32162	0.655817	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	1.96681
7.53329	-5.12958	-2.74769	2.33051	0.627584	7.32687	-5.26205	7.4	-5.3	0.999994	-3	1.61706
7.58082	-5.29415	-2.78444	2.29675	0.556472	7.46174	-5.44979	7.45	-5.45	0.999999	-3	2.42337
7.65732	-5.40872	-2.66868	2.31031	0.536649	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	0.842121
7.72806	-5.55786	-2.6945	2.29933	0.492481	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	0.900034
7.80632	-5.66928	-2.54652	2.31121	0.474121	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	1.02083
7.85791	-5.82903	-2.57659	2.27992	0.412021	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	1.77033
7.9387	-5.94262	-2.56443	2.29132	0.399821	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	0.307254
8.00792	-6.08039	-2.58318	2.28066	0.364634	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	0.567853
8.12839	-6.22481	-3.03123	2.29776	0.36749	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	4.4844
8.20513	-6.37045	-3.0502	2.28341	0.331954	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	0.574133
8.26498	-6.46409	-2.56814	2.2846	0.30822	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	5.59478
8.3284	-6.59764	-2.57333	2.26954	0.273651	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	0.539608
8.40861	-6.71162	-2.58657	2.27484	0.263381	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	0.448688
8.45897	-6.86219	-2.59923	2.2417	0.212291	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	1.16453
8.57685	-7.0147	-2.92352	2.25135	0.212909	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	2.42769
8.63971	-7.17649	-2.93502	2.22058	0.167323	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	0.89174
8.72607	-7.30182	-2.85266	2.22299	0.158929	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	0.21507
8.80233	-7.43248	-2.84131	2.21728	0.143492	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0.18204
8.8834	-7.55096	-2.9019	2.22006	0.139651	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	0.566947
8.93595	-7.69776	-2.91168	2.19065	0.100486	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	0.681001
8.98913	-7.80388	-2.61901	2.18038	0.0800071	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	2.30199
9.03065	-7.97059	-2.65377	2.13666	0.028269	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	1.14058
9.07527	-8.0732	-2.39139	2.12343	0.00889602	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	1.69011
9.1102	-8.20617	-2.39178	2.09331	-0.0235983	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	0.571374
9.17566	-8.33158	-2.48035	2.08847	-0.0260981	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	0.32852
9.21818	-8.47692	-2.50328	2.05891	-0.0559167	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0.404207
9.30241	-8.62969	-2.84772	2.06319	-0.0421099	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	3.25826
9.36403	-8.79276	-2.88215	2.04181	-0.062481	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	0.254825
9.42735	-8.92926	-2.81511	2.03325	-0.0693227	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	0.1209
9.47815	-9.09641	-2.85355	2.00564	-0.0948336	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	0.322412
9.53603	-9.23335	-2.86449	1.99656	-0.0995826	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	0.142213
9.58197	-9.38925	-2.90181	1.97297	-0.119611	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	0.255689
9.61012	-9.50285	-2.52875	1.94631	-0.14964	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	3.5625
9.6537	-9.64315	-2.54569	1.92956	-0.158783	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	0.0484463
9.68806	-9.76098	-2.40874	1.91254	-0.170344	9.63311	-9.79216	9.65	-9.8	0	-2.73054	0.461835
9.70505	-9.91114	-2.44122	1.87594	-0.199129	9.64842	-9.95866	9.65	-9.95	0	-2.73053	0.363256
9.75661	-10.0555	-2.72523	1.87666	-0.180834	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	2.36721
9.78099	-10.2051	-2.75482	1.84989	-0.199646	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0.179575
9.82423	-10.3571	-2.81782	1.84108	-0.195492	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0.127564
9.86161	-10.5147	-2.83422	1.82571	-0.200504	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0.0334735
9.87914	-10.642	-2.5991	1.79845	-0.224548	9.8617	-10.6917	9.85	-10.7	0	-2.72718	1.38164
9.88751	-10.8058	-2.64098	1.76293	-0.249209	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0.274853
9.89709	-10.931	-2.50475	1.73713	-0.265566	9.75887	-10.887	9.85	-11	0	-2.72395	0.62617
9.89798	-11.0921	-2.55143	1.70116	-0.288227	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0.263533
9.91389	-11.2366	-2.57386	1.68385	-0.289408	9.87245	-11.316	9.85	-11.3	0	-2.73074	0.0536668
9.90184	-11.4016	-2.62139	1.64302	-0.315704	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0.316907
9.91157	-11.5518	-2.6327	1.62465	-0.317088	9.93142	-11.6783	9.85	-11.6	0	-2.72396	0.161027
9.89109	-11.7131	-2.66719	1.58447	-0.340919	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0.260563
9.88059	-11.836	-2.57505	1.55586	-0.357198	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	0.302507
9.83677	-11.9968	-2.64848	1.5031	-0.394045	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	0.665941
9.76547	-12.0663	-2.00186	1.40515	-0.507525	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	14.3449
9.68932	-12.2054	-2.0853	1.33192	-0.554584	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	1.20455
9.65402	-12.3241	-2.12519	1.29801	-0.556791	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	0.245411
9.53499	-12.4917	-2.29359	1.19965	-0.626888	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	2.76129
9.45366	-12.5656	-2.037	1.107	-0.7138	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	4.48086
9.33304	-12.701	-2.19962	1.0175	-0.768897	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	2.0181
9.24802	-12.7926	-2.13529	0.945332	-0.810129	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	0.826104
9.10999	-12.9208	-2.29405	0.85697	-0.854337	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	1.51223
8.95307	-12.9795	-2.12336	0.680301	-1.04028	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	13.1219
8.79857	-13.0687	-2.2643	0.586899	-1.07599	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	1.32806
8.69426	-13.1271	-2.27737	0.527651	-1.08079	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	0.324348
8.51275	-13.2182	-2.50994	0.443248	-1.10817	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	1.9367
8.30161	-13.2385	-2.7199	0.261862	-1.28887	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	10.8831
8.17577	-13.2432	-2.66415	0.184868	-1.30224	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	0.519038
8.06622	-13.2672	-2.50932	0.142469	-1.25582	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	1.25017
7.90763	-13.2819	-2.56247	0.0674134	-1.26036	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0.222073
7.71607	-13.2686	-2.79025	-0.0401427	-1.31684	7.57824	-13.1345	7.65	-13.25	-3.62957	0	2.28573
7.52887	-13.2624	-2.88026	-0.11291	-1.31449	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0.373583
7.40504	-13.2547	-2.67997	-0.162087	-1.27597	7.33241	-13.2718	7.3	-13.25	-2.7301	0	1.27466
7.21801	-13.2383	-2.79025	-0.222378	-1.26291	7.13166	-13.2372	7.15	-13.25	-2.73007	0	0.495817
7.09414	-13.2121	-2.60052	-0.277569	-1.2358	6.97467	-13.1643	7	-13.25	-2.72703	0	1.20992
6.9174	-13.1924	-2.69863	-0.32292	-1.21075	6.84852	-13.2404	6.85	-13.25	-2.727	0	0.487995
6.77541	-13.1473	-2.70524	-0.384635	-1.20581	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	0.120818
6.60778	-13.1087	-2.77213	-0.428844	-1.1822	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	0.346972
6.46489	-13.0366	-2.78116	-0.495272	-1.18234	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0.324044
6.30084	-12.9846	-2.83732	-0.534153	-1.15493	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	0.423161
6.19091	-12.9268	-2.60952	-0.584286	-1.13246	6.09711	-13.0021	6.1	-13	-2.73	0.910004	1.28814
6.02876	-12.8771	-2.67645	-0.608936	-1.09319	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	0.824983
5.93372	-12.8261	-2.53173	-0.649246	-1.07485	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	1.31811
5.77708	-12.7747	-2.61611	-0.66157	-1.03051	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	1.09816
